9,13,731.0314
9,14,755.3159
9,15,1983.2510
9,21,178.8955
9,31,1491.3173
9,35,1134.6244
9,39,1333.5679
9,44,794.4950
9,55,1172.1338
9,56,1131.0965
9,58,1622.0009
9,60,1339.7550
9,61,1085.6904
9,64,1376.8382
9,70,965.0026
9,71,1281.6084
9,73,523.1252
9,77,1239.0284
9,79,134.1468
9,87,2220.0089
9,90,932.4840
9,92,1640.1317
9,97,519.0669
9,98,1387.0981
9,101,1445.7716
9,110,1346.0850
9,114,510.0499
9,118,1779.7044
9,120,267.2797
9,122,1687.4960
9,124,234.6236
9,125,1460.9890
9,133,475.8556
9,143,90.7398
9,181,1100.6091
9,226,1100.6091
9,228,962.6825
9,256,1983.2510
10,28,458.0654
10,82,2117.4268
10,131,1090.2822
10,189,1221.3404
10,196,1320.5098
10,259,458.0654
11,0,2478.5986
11,2,849.3228
11,9,1513.4867
11,13,2225.6496
11,14,2265.7224
11,21,1686.5482
11,44,2306.0263
11,64,1314.9372
11,70,2387.9844
11,73,1432.0758
11,77,610.7258
11,79,1632.8636
11,87,2189.1474
11,90,2439.0819
11,97,2014.1264
11,114,1951.2695
11,120,1777.3039
11,124,1747.7288
11,133,1924.8234
11,143,1527.2959
11,181,2380.3193
11,226,2380.3193
11,228,2473.3544
12,0,797.8024
12,1,414.5191
12,2,2069.8239
12,9,1035.1301
12,13,372.8830
12,14,305.5332
12,15,1136.2470
12,21,862.5327
12,31,590.5447
12,35,257.5492
12,39,324.2019
12,44,262.2143
12,55,242.4195
12,56,105.9692
12,58,652.6035
12,60,405.5527
12,61,506.4240
12,64,2170.7644
12,70,580.2261
12,71,310.2885
12,73,1313.4530
12,77,2222.3758
12,79,921.2641
12,90,206.6877
12,92,857.9439
12,97,571.8230
12,98,847.2309
12,99,2125.4031
12,101,419.1274
12,110,317.9843
12,114,674.6593
12,118,793.7952
12,120,775.2151
12,122,825.2023
12,124,801.7218
12,125,546.9048
12,133,708.2302
12,143,1030.4957
12,181,868.5816
12,226,868.5816
12,227,2249.8105
12,228,145.1720
12,256,1136.2470
13,0,614.7020
13,1,786.6691
13,2,1827.7353
13,9,731.0314
13,11,2225.6496
13,12,372.8830
13,14,287.2304
13,15,1273.2935
13,21,552.1407
13,31,949.4876
13,35,404.4602
13,39,618.3526
13,44,282.8163
13,55,445.4258
13,56,442.0560
13,58,891.4901
13,60,767.3205
13,61,409.9050
13,64,2004.0847
13,70,718.9447
13,71,678.4787
13,73,1115.5602
13,77,1865.5790
13,79,641.6120
13,90,406.9187
13,92,941.0511
13,97,414.3387
13,98,1096.9783
13,99,2466.1639
13,101,785.0994
13,110,643.8900
13,114,303.7172
13,118,1049.9630
13,120,504.2448
13,122,968.3044
13,124,515.6174
13,125,907.9860
13,133,562.6485
13,143,750.3076
13,181,637.0252
13,226,637.0252
13,227,2430.7189
13,228,389.0713
13,256,1273.2935
14,0,888.0314
14,1,669.0664
14,2,1764.9217
14,9,755.3159
14,11,2265.7224
14,12,305.5332
14,13,287.2304
14,15,1413.1216
14,21,593.0121
14,31,756.2865
14,35,502.8453
14,39,628.7936
14,44,43.3479
14,55,513.8169
14,56,411.0270
14,58,952.8237
14,60,591.2463
14,61,642.8443
14,64,1870.7209
14,70,431.7177
14,71,526.8649
14,73,1008.1356
14,77,1974.5851
14,79,632.8720
14,90,180.9714
14,92,1108.9920
14,97,266.9205
14,98,819.6812
14,99,2225.1953
14,101,694.3476
14,110,622.5989
14,114,506.6952
14,118,1097.7417
14,120,488.8862
14,122,1100.2230
14,124,521.1058
14,125,721.0409
14,133,403.5808
14,143,739.5798
14,181,920.8839
14,226,920.8839
14,228,207.6522
14,256,1413.1216
15,0,941.8991
15,1,1082.5601
15,9,1983.2510
15,12,1136.2470
15,13,1273.2935
15,14,1413.1216
15,21,1808.2021
15,31,1342.9021
15,35,910.8145
15,39,843.9368
15,44,1373.6953
15,48,1654.3977
15,55,901.5126
15,56,1038.5991
15,58,534.2108
15,60,1248.0887
15,61,899.4127
15,70,1696.5095
15,71,1180.2390
15,73,2386.2430
15,79,1909.7532
15,90,1341.6254
15,92,347.5318
15,97,1654.2162
15,98,1827.3120
15,101,1008.1810
15,110,891.8213
15,114,1480.9937
15,118,489.4999
15,120,1776.7007
15,122,312.9143
15,124,1784.7841
15,125,1308.8696
15,133,1803.7687
15,143,2015.8047
15,181,1055.9935
15,226,1055.9935
15,227,1161.9256
15,228,1280.0345
15,256,0.0000
16,4,2361.6497
16,234,0.0000
17,29,2228.7619
17,119,1169.0142
17,154,2382.1763
19,80,1594.1730
19,84,710.3600
19,130,1508.8713
19,192,803.4973
19,237,1918.9105
20,100,809.7568
20,134,1014.1514
20,185,502.7176
20,186,0.0000
20,202,1256.2499
20,245,668.7000
21,0,1001.2181
21,1,1258.2325
21,2,1289.0390
21,9,178.8955
21,11,1686.5482
21,12,862.5327
21,13,552.1407
21,14,593.0121
21,15,1808.2021
21,31,1341.5856
21,35,955.7838
21,39,1156.5375
21,44,630.0122
21,55,993.6252
21,56,956.4626
21,58,1443.1525
21,60,1183.0537
21,61,912.7898
21,64,1521.1649
21,70,854.0740
21,71,1119.5035
21,73,641.4699
21,77,1383.5438
21,79,123.8842
21,87,2331.2814
21,90,773.0504
21,92,1466.4616
21,97,382.2114
21,98,1283.1367
21,101,1276.6309
21,110,1170.7439
21,114,347.3888
21,118,1600.9623
21,120,130.9240
21,122,1510.6235
21,124,87.6815
21,125,1308.9926
21,133,385.8665
21,143,212.1480
21,181,957.5101
21,226,957.5101
21,228,798.3995
21,256,1808.2021
22,229,1274.6753
22,240,1181.4576
23,96,678.5031
23,108,212.5955
23,230,0.0000
23,247,212.5955
24,2,2378.9896
24,64,1871.1021
24,73,2430.2956
24,87,972.1622
25,41,2235.7099
25,42,1731.3075
25,74,1662.3413
25,105,1550.4026
25,162,1801.3671
25,164,2266.2941
25,212,2052.8721
25,225,1813.0326
25,229,2483.5303
25,240,2427.1085
27,197,2400.3921
27,224,1932.4613
27,253,42.2305
28,10,458.0654
28,82,2210.6990
28,131,1302.6286
28,189,1561.7542
28,196,1358.8500
28,259,0.0000
29,17,2228.7619
29,116,1945.5703
29,119,1059.8909
29,154,173.9579
30,78,1978.1766
30,116,1757.6261
30,138,1978.1766
30,260,624.8324
31,0,1347.9914
31,1,277.1776
31,2,2376.2322
31,9,1491.3173
31,12,590.5447
31,13,949.4876
31,14,756.2865
31,15,1342.9021
31,21,1341.5856
31,35,760.9119
31,39,596.5555
31,44,726.1834
31,48,2432.0063
31,55,710.4506
31,56,572.7235
31,58,815.7992
31,60,185.0715
31,61,1052.2755
31,64,2355.9339
31,70,624.7908
31,71,284.4845
31,73,1607.5663
31,79,1360.6804
31,90,576.4905
31,92,1190.1395
31,97,972.7272
31,98,514.0440
31,99,1539.1570
31,101,346.3822
31,110,526.7900
31,114,1237.7773
31,118,865.1794
31,120,1225.6625
31,122,1087.4501
31,124,1262.9949
31,125,45.5699
31,133,1051.7246
31,143,1458.5561
31,181,1435.3177
31,226,1435.3177
31,227,2276.6343
31,228,569.4355
31,256,1342.9021
32,7,431.6539
32,36,437.4340
32,57,219.6407
32,59,391.2238
32,66,1431.4033
32,111,298.9635
32,144,514.9036
32,161,433.9624
32,200,1393.9604
32,243,309.5375
33,72,306.7690
33,95,201.9768
33,113,1712.0084
33,193,1276.3080
33,233,0.0000
33,248,381.4276
34,139,21.5647
34,152,1314.8382
35,0,587.1276
35,1,516.1837
35,2,2220.2733
35,9,1134.6244
35,12,257.5492
35,13,404.4602
35,14,502.8453
35,15,910.8145
35,21,955.7838
35,31,760.9119
35,39,241.8008
35,44,464.3891
35,48,2430.1930
35,55,57.5305
35,56,201.5296
35,58,487.3787
35,60,584.3054
35,61,292.1868
35,64,2363.9235
35,70,836.4047
35,71,482.5230
35,73,1486.5251
35,77,2250.0134
35,79,1039.6458
35,90,458.2151
35,92,610.4826
35,97,746.3972
35,98,1091.9621
35,99,2294.5581
35,101,481.8376
35,110,292.1574
35,114,685.0118
35,118,645.5088
35,120,897.5859
35,122,598.1057
35,124,913.9213
35,125,715.3438
35,133,894.6524
35,143,1149.4430
35,181,678.2844
35,226,678.2844
35,227,2051.5230
35,228,398.5497
35,256,910.8145
36,7,35.2867
36,32,437.4340
36,57,649.5874
36,59,88.2377
36,66,1679.9699
36,111,192.5995
36,144,77.9084
36,161,7.4746
36,200,1100.8016
36,243,191.4548
37,93,1621.9188
38,109,1603.5840
38,112,48.3645
38,209,1603.5840
38,221,1771.9161
38,232,48.3645
39,0,789.6436
39,1,323.7690
39,2,2390.0399
39,9,1333.5679
39,12,324.2019
39,13,618.3526
39,14,628.7936
39,15,843.9368
39,21,1156.5375
39,31,596.5555
39,35,241.8008
39,44,585.6349
39,48,2253.4620
39,55,186.0316
39,56,218.2327
39,58,332.7552
39,60,446.6376
39,61,509.4777
39,64,2494.3400
39,70,853.5761
39,71,357.8795
39,73,1636.8943
39,77,2480.4700
39,79,1227.6895
39,90,514.9967
39,92,616.1103
39,97,893.5951
39,98,1013.7009
39,99,2099.5736
39,101,269.2002
39,110,70.1403
39,114,913.3854
39,118,469.6236
39,120,1082.1924
39,122,544.6841
39,124,1104.4610
39,125,552.8019
39,133,1032.1311
39,143,1337.8207
39,181,893.1856
39,226,893.1856
39,227,1931.2597
39,228,455.5299
39,256,843.9368
41,25,2235.7099
41,42,807.1521
41,74,580.8907
41,105,947.2859
41,162,1069.9653
41,164,1297.8897
41,198,1924.2105
41,212,715.7010
41,225,1288.0931
41,258,1147.4342
42,25,1731.3075
42,41,807.1521
42,74,467.3777
42,105,188.0900
42,162,308.8566
42,164,745.7645
42,212,321.6060
42,225,522.4361
42,258,1891.7293
43,148,1850.3803
43,182,1327.1984
43,183,2302.4337
43,242,1355.7607
44,0,870.6308
44,1,629.5539
44,2,1808.2425
44,9,794.4950
44,11,2306.0263
44,12,262.2143
44,13,282.8163
44,14,43.3479
44,15,1373.6953
44,21,630.0122
44,31,726.1834
44,35,464.3891
44,39,585.6349
44,55,473.3016
44,56,367.7727
44,58,910.2759
44,60,557.5508
44,61,617.3450
44,64,1912.8687
44,70,441.6951
44,71,489.6058
44,73,1051.3611
44,77,2009.6479
44,79,673.3947
44,90,149.8590
44,92,1072.4334
44,97,310.2007
44,98,815.2523
44,99,2207.3867
44,101,653.1658
44,110,579.2618
44,114,524.3253
44,118,1054.7210
44,120,528.7747
44,122,1060.7844
44,124,559.9785
44,125,689.7471
44,133,446.5740
44,143,780.6528
44,181,908.8167
44,226,908.8167
44,228,168.4714
44,256,1373.6953
45,50,522.4145
45,91,1170.6855
45,156,1460.9178
46,149,962.6574
46,215,441.9864
46,244,1267.8191
47,148,1029.7815
48,1,2298.2348
48,15,1654.3977
48,31,2432.0063
48,35,2430.1930
48,39,2253.4620
48,55,2396.4079
48,56,2470.3937
48,58,1943.5830
48,60,2458.3673
48,71,2450.0056
48,92,1992.2003
48,101,2241.6367
48,110,2260.3291
48,118,1789.0282
48,122,1902.3890
48,125,2425.5651
48,227,732.5007
48,256,1654.3977
49,68,180.8384
49,126,2410.5938
49,223,829.6006
50,45,522.4145
50,91,1631.2253
50,156,1932.9130
51,62,284.4490
51,83,0.0000
51,121,1412.6112
51,127,1492.5384
51,145,935.6846
51,151,1628.1880
51,174,1846.3016
51,177,1756.0452
51,217,491.5602
51,238,0.0000
52,4,2366.7306
52,6,1862.3346
52,104,1181.2924
52,141,535.5847
52,255,2338.1441
53,166,1014.1276
53,168,1683.6193
53,175,1923.4254
54,8,1557.3674
54,69,1656.0149
54,76,1638.8589
54,102,1584.8837
54,136,555.9168
54,155,1641.5157
54,184,1610.0114
54,187,1563.3692
54,188,1641.5157
54,203,103.4850
54,246,1660.1855
54,250,2465.7547
55,0,639.0599
55,1,461.0703
55,2,2249.5760
55,9,1172.1338
55,12,242.4195
55,13,445.4258
55,14,513.8169
55,15,901.5126
55,21,993.6252
55,31,710.4506
55,35,57.5305
55,39,186.0316
55,44,473.3016
55,48,2396.4079
55,56,166.5208
55,58,453.0562
55,60,536.6173
55,61,346.0118
55,64,2382.1154
55,70,821.8147
55,71,435.5154
55,73,1509.4394
55,77,2299.5378
55,79,1073.3595
55,90,448.5286
55,92,615.5533
55,97,766.1505
55,98,1057.9733
55,99,2241.3203
55,101,424.9641
55,110,234.6658
55,114,733.0422
55,118,608.3469
55,120,929.8321
55,122,588.8639
55,124,948.1855
55,125,664.9322
55,133,912.2504
55,143,1183.4651
55,181,732.8543
55,226,732.8543
55,227,2032.2135
55,228,387.3186
55,256,901.5126
56,0,780.4124
56,1,356.1399
56,2,2174.3515
56,9,1131.0965
56,12,105.9692
56,13,442.0560
56,14,411.0270
56,15,1038.5991
56,21,956.4626
56,31,572.7235
56,35,201.5296
56,39,218.2327
56,44,367.7727
56,48,2470.3937
56,55,166.5208
56,58,547.4865
56,60,390.9401
56,61,484.0454
56,64,2276.5128
56,70,664.5936
56,71,289.0996
56,73,1419.1315
56,77,2304.8664
56,79,1020.1960
56,90,303.8621
56,92,772.2504
56,97,676.7357
56,98,892.1991
56,99,2111.5810
56,101,344.7315
56,110,215.7625
56,114,745.5850
56,118,687.8321
56,120,874.1685
56,122,729.5137
56,124,899.0100
56,125,527.4054
56,133,814.0721
56,143,1129.8930
56,181,863.3545
56,226,863.3545
56,227,2145.4922
56,228,242.6823
56,256,1038.5991
57,7,647.0969
57,32,219.6407
57,36,649.5874
57,59,593.2252
57,66,1412.5065
57,111,518.4340
57,144,725.7873
57,161,645.4131
57,200,1599.1285
57,243,528.8710
58,0,841.6060
58,1,549.5645
58,9,1622.0009
58,12,652.6035
58,13,891.4901
58,14,952.8237
58,15,534.2108
58,21,1443.1525
58,31,815.7992
58,35,487.3787
58,39,332.7552
58,44,910.2759
58,48,1943.5830
58,55,453.0562
58,56,547.4865
58,60,713.8859
58,61,636.6036
58,70,1180.2768
58,71,647.7070
58,73,1957.9276
58,79,1525.8648
58,90,847.6239
58,92,407.8710
58,97,1213.3337
58,98,1293.2115
58,99,2198.6381
58,101,475.4076
58,110,367.4302
58,114,1161.4324
58,118,160.5284
58,120,1382.7359
58,122,278.8143
58,124,1400.4165
58,125,779.5292
58,133,1356.0011
58,143,1635.8650
58,181,962.1017
58,226,962.1017
58,227,1598.6666
58,228,787.8244
58,256,534.2108
59,7,114.7536
59,32,391.2238
59,36,88.2377
59,57,593.2252
59,66,1700.9934
59,111,208.6516
59,144,144.0123
59,161,80.8534
59,200,1188.9590
59,243,212.5382
60,0,1169.9676
60,1,173.2238
60,2,2271.9144
60,9,1339.7550
60,12,405.5527
60,13,767.3205
60,14,591.2463
60,15,1248.0887
60,21,1183.0537
60,31,185.0715
60,35,584.3054
60,39,446.6376
60,44,557.5508
60,48,2458.3673
60,55,536.6173
60,56,390.9401
60,58,713.8859
60,61,873.6358
60,64,2287.3487
60,70,550.6705
60,71,102.0421
60,73,1500.4176
60,79,1211.9859
60,90,410.3619
60,92,1058.7619
60,97,825.7723
60,98,579.5550
60,99,1723.0854
60,101,245.4487
60,110,380.3874
60,114,1059.3141
60,118,793.4140
60,120,1072.5781
60,122,971.1149
60,124,1107.8426
60,125,141.4651
60,133,920.7485
60,143,1313.7945
60,181,1254.2881
60,226,1254.2881
60,227,2247.1897
60,228,394.3593
60,256,1248.0887
61,0,296.4141
61,1,807.0343
61,2,2201.7950
61,9,1085.6904
61,12,506.4240
61,13,409.9050
61,14,642.8443
61,15,899.4127
61,21,912.7898
61,31,1052.2755
61,35,292.1868
61,39,509.4777
61,44,617.3450
61,55,346.0118
61,56,484.0454
61,58,636.6036
61,60,873.6358
61,64,2406.1067
61,70,1045.8480
61,71,771.5972
61,73,1515.5968
61,77,2089.6525
61,79,1019.6846
61,90,672.4097
61,92,554.5630
61,97,822.9138
61,98,1352.9660
61,101,768.2501
61,110,571.0664
61,114,581.6028
61,118,792.9609
61,120,894.4039
61,122,615.4330
61,124,897.0609
61,125,1006.7119
61,133,972.1751
61,143,1122.9210
61,181,386.9834
61,226,386.9834
61,227,2061.0199
61,228,622.3978
61,256,899.4127
62,51,284.4490
62,83,284.4490
62,121,1128.2792
62,127,1208.2030
62,145,759.2616
62,151,1396.4722
62,174,1805.2333
62,177,1719.2524
62,217,299.0871
62,238,284.4490
64,1,2437.5808
64,2,507.9978
64,9,1376.8382
64,11,1314.9372
64,12,2170.7644
64,13,2004.0847
64,14,1870.7209
64,21,1521.1649
64,24,1871.1021
64,31,2355.9339
64,35,2363.9235
64,39,2494.3400
64,44,1912.8687
64,55,2382.1154
64,56,2276.5128
64,60,2287.3487
64,61,2406.1067
64,70,1738.9921
64,71,2283.5735
64,73,890.6783
64,77,1629.3490
64,79,1401.4808
64,87,958.1899
64,90,1985.4000
64,97,1617.5364
64,98,1958.3780
64,101,2490.3237
64,110,2477.5610
64,114,1867.8578
64,120,1513.6430
64,124,1516.2398
64,125,2349.1072
64,133,1469.9103
64,143,1312.1494
64,181,2475.6620
64,226,2475.6620
64,228,2041.7718
66,7,1649.2908
66,32,1431.4033
66,36,1679.9699
66,57,1412.5065
66,59,1700.9934
66,111,1494.3733
66,144,1738.3201
66,161,1682.6468
66,200,1756.4094
66,243,1492.5418
67,190,2475.3140
68,49,180.8384
68,223,660.3558
69,3,1337.4028
69,8,118.6906
69,54,1656.0149
69,76,238.5079
69,82,2209.6845
69,102,145.2040
69,128,2437.6481
69,136,1914.1485
69,155,27.8260
69,184,193.4923
69,187,299.9300
69,188,27.8260
69,203,1664.5190
69,246,94.2185
70,0,1310.5512
70,1,710.0813
70,2,1754.0705
70,9,965.0026
70,11,2387.9844
70,12,580.2261
70,13,718.9447
70,14,431.7177
70,15,1696.5095
70,21,854.0740
70,31,624.7908
70,35,836.4047
70,39,853.5761
70,44,441.6951
70,55,821.8147
70,56,664.5936
70,58,1180.2768
70,60,550.6705
70,61,1045.8480
70,64,1738.9921
70,71,562.1104
70,73,989.2350
70,77,2197.5007
70,79,831.1628
70,87,2250.2980
70,90,379.9130
70,92,1436.0125
70,97,478.8070
70,98,429.8372
70,99,1889.3423
70,101,770.9740
70,110,812.8881
70,114,901.6198
70,118,1294.3287
70,120,723.8191
70,122,1391.3648
70,124,766.6863
70,125,613.0463
70,133,490.0911
70,143,910.7203
70,181,1350.4461
70,226,1350.4461
70,228,438.0390
70,256,1696.5095
71,0,1067.9376
71,1,155.1879
71,2,2245.6075
71,9,1281.6084
71,12,310.2885
71,13,678.4787
71,14,526.8649
71,15,1180.2390
71,21,1119.5035
71,31,284.4845
71,35,482.5230
71,39,357.8795
71,44,489.6058
71,48,2450.0056
71,55,435.5154
71,56,289.0996
71,58,647.7070
71,60,102.0421
71,61,771.5972
71,64,2283.5735
71,70,562.1104
71,73,1474.9838
71,77,2498.4586
71,79,1156.9198
71,90,349.7432
71,92,973.7123
71,97,775.5691
71,98,656.5713
71,99,1823.6054
71,101,209.1366
71,110,295.7090
71,114,975.1590
71,118,742.7920
71,120,1014.5879
71,122,894.0815
71,124,1047.7761
71,125,239.5737
71,133,882.6579
71,143,1261.4432
71,181,1152.4382
71,226,1152.4382
71,227,2209.2352
71,228,321.6663
71,256,1180.2390
72,33,306.7690
72,95,135.3909
72,113,1569.7132
72,193,1038.1454
72,233,306.7690
72,248,76.7985
73,0,1637.8670
73,1,1629.7630
73,2,771.5102
73,9,523.1252
73,11,1432.0758
73,12,1313.4530
73,13,1115.5602
73,14,1008.1356
73,15,2386.2430
73,21,641.4699
73,24,2430.2956
73,31,1607.5663
73,35,1486.5251
73,39,1636.8943
73,44,1051.3611
73,55,1509.4394
73,56,1419.1315
73,58,1957.9276
73,60,1500.4176
73,61,1515.5968
73,64,890.6783
73,70,989.2350
73,71,1474.9838
73,77,1378.6345
73,79,518.4983
73,87,1697.4104
73,90,1146.1583
73,92,2056.6112
73,97,744.6095
73,98,1331.9148
73,101,1672.2194
73,110,1628.8758
73,114,983.8274
73,118,2105.3746
73,120,623.2220
73,122,2077.4996
73,124,627.6414
73,125,1590.0037
73,133,605.6826
73,143,443.3407
73,181,1598.6727
73,226,1598.6727
73,228,1196.8270
73,256,2386.2430
74,25,1662.3413
74,41,580.8907
74,42,467.3777
74,105,500.0638
74,162,774.3953
74,164,1192.8744
74,198,2493.8106
74,212,641.0594
74,225,980.5590
74,258,1726.7687
75,94,328.9952
75,137,2167.6483
75,157,328.9952
75,170,1448.3524
76,3,1302.5764
76,8,184.1702
76,54,1638.8589
76,69,238.5079
76,82,1984.0840
76,102,119.7938
76,128,2420.5369
76,136,1829.5592
76,155,260.4185
76,184,55.7392
76,187,92.1283
76,188,260.4185
76,203,1632.4661
76,246,146.2636
77,0,1998.1683
77,2,1121.7784
77,9,1239.0284
77,11,610.7258
77,12,2222.3758
77,13,1865.5790
77,14,1974.5851
77,21,1383.5438
77,35,2250.0134
77,39,2480.4700
77,44,2009.6479
77,55,2299.5378
77,56,2304.8664
77,61,2089.6525
77,64,1629.3490
77,70,2197.5007
77,71,2498.4586
77,73,1378.6345
77,79,1372.6585
77,90,2155.3671
77,97,1756.5554
77,114,1567.0975
77,120,1500.6894
77,124,1462.3287
77,133,1708.0117
77,143,1286.8534
77,181,1888.8720
77,226,1888.8720
77,228,2176.8481
78,30,1978.1766
78,138,0.0000
78,260,1884.9307
79,0,1121.2121
79,1,1301.7358
79,2,1186.9547
79,9,134.1468
79,11,1632.8636
79,12,921.2641
79,13,641.6120
79,14,632.8720
79,15,1909.7532
79,21,123.8842
79,31,1360.6804
79,35,1039.6458
79,39,1227.6895
79,44,673.3947
79,55,1073.3595
79,56,1020.1960
79,58,1525.8648
79,60,1211.9859
79,61,1019.6846
79,64,1401.4808
79,70,831.1628
79,71,1156.9198
79,73,518.4983
79,77,1372.6585
79,87,2207.4294
79,90,807.2023
79,92,1570.8879
79,97,387.9679
79,98,1254.2621
79,101,1326.4668
79,110,1235.9147
79,114,466.5977
79,118,1681.6386
79,120,146.0721
79,122,1608.2681
79,124,126.0336
79,125,1331.1339
79,133,342.7887
79,143,110.2218
79,181,1080.1761
79,226,1080.1761
79,228,840.4928
79,256,1909.7532
80,19,1594.1730
80,84,890.0508
80,86,1765.5147
80,130,85.8605
80,192,916.2760
80,237,324.9515
80,261,1958.3842
81,128,1629.7633
82,3,1895.3380
82,8,2166.1145
82,10,2117.4268
82,28,2210.6990
82,69,2209.6845
82,76,1984.0840
82,102,2102.6025
82,131,1072.3765
82,155,2235.4787
82,184,2038.6469
82,187,1963.8441
82,188,2235.4787
82,189,1328.3625
82,246,2116.6089
82,259,2210.6990
83,51,0.0000
83,62,284.4490
83,121,1412.6112
83,127,1492.5384
83,145,935.6846
83,151,1628.1880
83,174,1846.3016
83,177,1756.0452
83,217,491.5602
83,238,0.0000
84,19,710.3600
84,80,890.0508
84,130,805.8972
84,192,393.0044
84,237,1214.8208
85,201,48.5849
85,235,48.5849
86,80,1765.5147
86,107,1638.1584
86,117,1791.5808
86,123,1791.5808
86,130,1847.9159
86,237,1444.4943
86,261,229.8913
87,2,1457.6648
87,9,2220.0089
87,11,2189.1474
87,21,2331.2814
87,24,972.1622
87,64,958.1899
87,70,2250.2980
87,73,1697.4104
87,79,2207.4294
87,97,2310.0665
87,98,2299.3143
87,120,2286.8135
87,124,2302.0586
87,133,2160.9513
87,143,2140.4913
89,147,2050.4895
89,252,953.1961
89,254,2050.4895
90,0,948.6947
90,1,497.1646
90,2,1912.4264
90,9,932.4840
90,11,2439.0819
90,12,206.6877
90,13,406.9187
90,14,180.9714
90,15,1341.6254
90,21,773.0504
90,31,576.4905
90,35,458.2151
90,39,514.9967
90,44,149.8590
90,55,448.5286
90,56,303.8621
90,58,847.6239
90,60,410.3619
90,61,672.4097
90,64,1985.4000
90,70,379.9130
90,71,349.7432
90,73,1146.1583
90,77,2155.3671
90,79,807.2023
90,92,1063.9753
90,97,427.1788
90,98,699.6013
90,99,2064.2310
90,101,530.1336
90,110,492.4801
90,114,670.6234
90,118,980.7743
90,120,665.2805
90,122,1031.2626
90,124,699.2222
90,125,540.5097
90,133,543.6443
90,143,911.7860
90,181,1001.8952
90,226,1001.8952
90,227,2446.2459
90,228,61.6601
90,256,1341.6254
91,45,1170.6855
91,50,1631.2253
91,107,2223.1732
91,156,305.9742
92,0,607.8049
92,1,913.7350
92,9,1640.1317
92,12,857.9439
92,13,941.0511
92,14,1108.9920
92,15,347.5318
92,21,1466.4616
92,31,1190.1395
92,35,610.4826
92,39,616.1103
92,44,1072.4334
92,48,1992.2003
92,55,615.5533
92,56,772.2504
